"id";"incept";"src";"description";"contextual";"inside";"window";"more_than_one_sign";"lat";"lng";"island";"city";"neighborhood";"street";"language_typology";"languages";"landmarks";"producer";"type";"transcription";"is_duplicate";"rhizome"
"700";"2017-03-25";"please do not feed the chikines.jpg";"please do not feed the chikines";"0";"0";"0";"0";"21.393897222222222";"-157.74136388888888";"Oahu";"Kailua ";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"please do not feed the chikines";"0";"0"
"701";"2017-03-27";"Please don't park a car here kailua bicycle.jpg";"Please don't park a car here kailua bicycle";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kainehe St";"1";"Eng";;"bus";"con";"Please don't park a car here kailua bicycle";"0";"0"
"702";"2017-04-01";"please no parking.jpg";"please no parking ";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Alapapa St";"1";"Eng";;"bus";"con";"please no parking ";"0";"0"
"703";"2017-02-21";"please order first.jpg";"please order first";"0";"0";"0";"0";"0";"0";"Oahu";"Manoa";"Manoa";"East Manoa Rd";"1";"Eng";;"bus";"con";"please order first";"0";"0"
"704";"2017-03-25";"please use other door teddys bigger burger.jpg";"please use other door teddy's bigger burger";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Eng";;"bus";"con";"please use other door teddy's bigger burger";"0";"0"
"705";"2017-02-19";"please use other door.jpg";"please use other door";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"con";"please use other door";"0";"0"
"706";"2017-03-25";"poster aloha salads.jpg";"poster aloha salads";"0";"0";"0";"0";"21.393969444444444";"-157.74143888888887";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"poster aloha salads";"0";"0"
"707";"2017-03-27";"poster chadlou.jpg";"poster chadlou";"0";"0";"0";"0";"21.395019444444443";"-157.74580277777775";"Oahu";"Kailua";"Kailua";"Uluniu St";"1";"Eng";;"bus";"con";"poster chadlou";"0";"0"
"708";"2017-03-25";"poster charity walk.jpg";"poster charity walk";"0";"0";"0";"0";"21.393525";"-157.74146944444442";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;;"con";"poster charity walk";"0";"0"
"709";"2017-03-25";"poster finance factores.jpg";"poster finance factores";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"poster finance factores";"0";"0"
"710";"2017-03-25";"poster GNC.jpg";"poster GNC";"0";"0";"0";"0";"21.393869444444444";"-157.74131666666665";"Oahu";"Kailua ";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"poster GNC";"0";"0"
"711";"2017-03-25";"poster juice maui tacos.jpg";"poster juice maui tacos";"0";"0";"0";"0";"21.39302222222222";"-157.7405861111111";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Eng";;"bus";"decont";"poster juice maui tacos";"0";"0"
"712";"2017-03-25";"poster maui tacos.jpg";"poster maui tacos";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Eng";;"bus";"con";"poster maui tacos";"0";"0"
"713";"2016-10-28";"poster window.jpg";"poster window";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Hahani St";"1";"Eng";;"bus";"decont";"diving poster PADI";"0";"0"
"714";"2017-04-01";"posters big dinne.jpg";"posters big dinne";"1";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Hamakua Rd";"0";;;;;;"0";"0"
"715";"2017-02-03";"Posters door calvin and susie 2.jpg";"Posters door calvin and susie 2";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"con";"Posters door calvin and susie 2";"0";"0"
"716";"2017-03-27";"power up sign.jpg";"power up sign";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kainehe St";"1";"Eng";;"bus";"con";"power up sign";"0";"0"
"717";"2017-03-25";"price and item curb.jpg";"price and item curb";"0";"1";"0";"0";"21.391908333333333";"-157.7419138888889";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"cont";"price and item curb";"0";"0"
"718";"2017-03-27";"prima inside 2.jpg";"prima inside 2";"1";"1";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Hamakua Rd";"0";;;;;;"0";"0"
"719";"2017-03-27";"prima inside.jpg";"prima inside";"1";"1";"0";"0";"21.392591666666664";"-157.74400277777775";"Oahu";"Kailua";"Kailua";"Hamakua Rd";"0";;;;;"prima inside";"0";"0"
"720";"2017-03-27";"prima Japanese and English menu inside.jpg";"prima Japanese and English menu inside";"0";"1";"0";"0";"21.392552777777777";"-157.74378888888887";"Oahu";"Kailua";"Kailua";"Hamakua Rd";"2";"Eng, Jp";;"bus";"con";"prima Japanese and English menu inside";"0";"0"
"721";"2017-03-27";"prima Japanese and English menu.jpg";"prima Japanese and English menu";"0";"0";"0";"0";"21.392563888888887";"-157.74395833333332";"Oahu";"Kailua";"Kailua";"Hamakua Rd";"2";"Eng, Jp";;"bus";"con";"prime Japanese and English menu";"0";"0"
"722";"2017-03-27";"prima JCB sticker.jpg";"prima JCB sticker";"0";"0";"0";"0";"21.392616666666665";"-157.74374444444445";"Oahu";"Kailua";"Kailua";"Hamakua Rd";"2";"Eng, Jp";;"bus";"con";"prima JCB sticker";"0";"0"
"723";"2017-03-27";"prima Olioli sticker.jpg";"prima Olioli sticker";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kainehe St";"3";"Eng, Hwn, Jp";;"bus";"con";"prima Olioli sticker";"0";"0"
"724";"2017-03-27";"prima stickers.jpg";"prima stickers";"0";"0";"0";"0";"21.392616666666665";"-157.74374444444445";"Oahu";"Kailua";"Kailua";"Hamakua Rd";"1";"Eng";;"bus";"con";"prima stickers";"0";"0"
"725";"2017-03-27";"prima.jpg";"prima";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Hamakua Rd";"1";"Eng";;"bus";"con";"shop name prima";"0";"0"
"726";"2017-03-27";"primaEnglish menu.jpg";"primaEnglish menu";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Hamakua Rd";"1";"Eng";;"bus";"con";"prime English menu";"0";"0"
"727";"2017-03-27";"private property sign.jpg";"private property sign";"0";"0";"0";"0";"21.394258333333333";"-157.74580277777775";"Oahu";"Kailua";"Kailua";"Kainehe St";"1";"Eng";;"bus";"con";"private property sign";"0";"0"
"728";"2017-03-25";"private property.jpg";"private property";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"con";"private property";"0";"0"
"729";"2017-03-25";"public phone Japanese sign.jpg";"public phone Japanese sign";"0";"0";"0";"0";"21.3938";"-157.74114999999998";"Oahu";"Kailua ";"Kailua";"Kailua Rd";"1";"Jp";;"bus";"con";"public phone Japanese sign";"0";"0"
"730";"2017-03-27";"public phone japanese.jpg";"public phone japanese";"0";"0";"0";"0";"21.393541666666668";"-157.74499444444444";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Jp";;"bus";"con";"public phone japanese";"0";"0"
"731";"2017-03-25";"pull mexico lindo.jpg";"pull mexico lindo";"0";"0";"0";"0";"21.394005555555555";"-157.7414861111111";"Oahu";"Kailua ";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"pull mexico lindo";"0";"0"
"732";"2017-02-19";"pull.jpg";"pull";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"con";"pull";"0";"0"
"733";"2017-04-01";"puncture kailua bicycle.jpg";"puncture kailua bicycle";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kainehe St";"2";"Jp, Eng";;"bus";"con";"puncture kailua bicycle";"0";"0"
"734";"2017-03-25";"purchase toms will give a pair of new shoes.jpg";"purchase toms will give a pair of new shoes";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus ";"cont";"purchase toms will give a pair of new shoes";"0";"0"
"735";"2017-03-27";"Push sign the bike shop.jpg";"Push sign the bike shop";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"Push sign the bike shop";"0";"0"
"736";"2017-03-25";"quicksilver operation hour.jpg";"quicksilver operation hour";"0";"0";"0";"0";"21.391980555555556";"-157.74084444444443";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"con";"quicksilver operation hour";"0";"0"
"737";"2017-03-25";"quicksilver showcase.jpg";"quicksilver showcase";"1";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"0";;;;;"quicksilver showcase";"0";"0"
"738";"2017-03-25";"quiksilver.jpg";"quiksilver";"0";"0";"0";"0";"21.391758333333332";"-157.74139444444444";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"con";"quiksilver";"0";"0"
"739";"2017-03-25";"radioshack banner.jpg";"radioshack banner";"0";"0";"0";"0";"21.394005555555555";"-157.74149999999997";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"shop name radioshack ";"0";"0"
"740";"2017-03-25";"radioshack close.jpg";"radioshack";"0";"0";"0";"0";"21.39390277777778";"-157.74146944444442";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"shop name radioshack";"0";"0"
"741";"2017-03-25";"radioshack.jpg";"radioshack";"0";"0";"0";"0";"21.39398333333333";"-157.7415472222222";"Oahu";"Kailua ";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"shop name radioshack";"0";"0"
"742";"2016-10-28";"Ramen shop Kailua.jpg";"Ramen shop Kailua";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"2";"Eng, Jp";;"bus";"cont";"restaurant open sign";"0";"0"
"743";"2017-03-25";"Ramp.jpg";"Ramp";"0";"0";"0";"0";"21.392";"-157.7408611111111";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Eng";;"bus";"cont";"Ramp";"0";"0"
"744";"2017-02-19";"recycle.jpg";"recycle";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"con";"recycle";"0";"0"
"745";"2017-03-25";"red bamboo wall.jpg";"red bamboo wall ";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"shop name red bamboo on the wall";"0";"0"
"746";"2017-03-25";"red bamboo window.jpg";"red bamboo window";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"shop name red bamboo";"0";"0"
"747";"2017-04-01";"rental bicycle water sport.jpg";"rental bicycle water sport";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Hoolai St.";"2";"Jp, Eng";;"bus";"con";"rental bicycle water sport";"0";"0"
"748";"2017-02-03";"rental bike shop.jpg";"rental bike shop";"1";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"0";;;;;;"0";"0"
"749";"2017-04-01";"rental fee bike insurance over charge kailua bicycle.jpg";"rental fee bike insurance over charge kailua bicycle";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kainehe St";"1";"Jp";;"bus";"con";"rental fee bike insurance over charge kailua bicycle";"0";"0"
"750";"2017-03-25";"reserved parking near to rental bike shop.jpg";"reserved parking near to rental bike shop";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Eng";;"bus";"con";"reserved parking near to rental bike shop";"0";"0"
"751";"2016-10-28";"restroom Whole foods kailua.jpg";"restroom Whole foods kailua";"0";"1";"0";"0";"21.393763888888888";"-157.74288888888887";"Oahu";"Kailua";"Kailua";"Hunakai";"2";"Eng, Jp";;"bus";"cont";"No unpaid merchandise in restroom";"0";"0"
"752";"2017-03-25";"restroom.jpg";"restroom";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"con";"restroom ";"0";"0"
"753";"2017-03-25";"restrooms.jpg";"restrooms";"0";"0";"0";"0";"21.393980555555554";"-157.74153055555556";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"restrooms";"0";"0"
"754";"2017-03-25";"Romanized Japanese sign bikinibird.jpg";"Romanized Japanese sign bikinibird";"0";"1";"0";"0";"21.39238611111111";"-157.74250833333332";"Oahu";"Kailua ";"Kailua";"Hekili St";"2";"Jp, Eng";;"bus";"con";"Romanized Japanese sign bikinibird";"0";"0"
"755";"2017-03-25";"rule bicycle.jpg";"rule bicycle";"0";"0";"0";"0";"21.393969444444444";"-157.74153055555556";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Jp";;"bus";"con";"rule bicycle";"0";"0"
"756";"2017-03-25";"Saemgs Thai cuisine Japanese sign window.jpg";"Saemg's Thai cuisine Japanese sign window";"0";"0";"0";"0";"21.393325";"-157.74055555555555";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Jp";;"bus";"con";"Saemg's Thai cuisine Japanese sign window delicious Thaifood (oishii tai fuudo)";"0";"0"
"757";"2016-10-28";"Saengs Jp.jpg";"Saeng's Jp";"0";"0";"0";"0";"21.392980555555557";"-157.74029444444443";"Oahu";"Kailua";"Kailua";"Hahani St";"1";"Jp";;"bus";"cont";"Saeng's restaurant in Jp";"0";"0"
"758";"2016-10-28";"Saengs Kailua_Oahu.jpg";"Saeng's Kailua_Oahu";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Hahani St";"1";"Eng";;"bus";"cont";"Saeng's restaurant menu";"0";"0"
"759";"2017-03-25";"Saengs Thai cuisine wall.jpg";"Saeng's Thai cuisine wall";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Eng";;"bus";"con";"shopname saeng's thai cuisine";"0";"0"
"760";"2016-10-28";"Saengs Thai restaurant door.jpg";"Saeng's Thai restaurant door";"0";"0";"0";"0";"21.39292777777778";"-157.74029444444443";"Oahu";"Kailua";"Kailua";"Hahani St";"2";"Eng, Jp";;"bus";"cont";"Saeng's restaurant door";"0";"0"
"761";"2016-10-28";"Saengs Thai restaurant hiring Kailua.jpg";"Saeng's Thai restaurant hiring Kailua";"0";"0";"0";"1";"21.392936111111112";"-157.74029444444443";"Oahu";"Kailua";"Kailua";"Hahani St";"1";"Jp";;"bus";"cont";"hiring ad";"0";"0"
"762";"2016-10-28";"Saengs Thai restaurant lunch special Kailua.jpg";"Saeng's Thai restaurant lunch special Kailua";"0";"0";"0";"1";"0";"0";"Oahu";"Kailua";"Kailua";"Hahani St";"2";"Eng, Jp";;"bus";"cont";"specials";"0";"0"
"763";"2016-10-28";"safe on bus Jp.jpg";"safe on bus Jp";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Jp";;"bus";"decont";"safety on bus for tourists";"0";"0"
"764";"2017-03-25";"Sale 20 percent off.jpg";"Sale 20 percent off";"0";"1";"0";"0";"21.393566666666665";"-157.74180555555554";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"Sale 20 percent off";"0";"0"
"765";"2017-03-27";"sale additional off cooperation yoga inside.jpg";"sale additional off cooperation yoga inside";"0";"1";"0";"0";"21.394375";"-157.74324166666665";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"sale additional off cooperation yoga inside";"0";"0"
"766";"2017-03-27";"sale all boutique item victoria cafe.jpg";"sale all boutique item victoria cafe";"0";"0";"0";"0";"21.396641666666667";"-157.74313333333333";"Oahu";"Kailua ";"Kailua";"Uluniu St";"1";"Eng";;"bus";"con";"sale all boutique item victoria cafe";"0";"0"
"767";"2017-03-27";"sale blue lani.jpg";"sale blue lani";"0";"0";"0";"0";"21.39525";"-157.7449333333333";"Oahu";"Kailua";"Kailua";"Uluniu St";"1";"Eng";;"bus";"con";"sale blue lani";"0";"0"
"768";"2017-03-25";"sale tag gobal village.jpg";"sale tag gobal village";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Eng";;"bus";"con";"sale tag gobal village";"0";"0"
"769";"2017-03-27";"salon vega.jpg";"salon vega";"0";"0";"0";"0";"21.39397222222222";"-157.74560555555553";"Oahu";"Kailua";"Kailua";"Kainehe St";"1";"Eng";;"bus";"con";"shop namesalon vega";"0";"0"
"770";"2017-03-25";"sand kids wall.jpg";"sand kids wall";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"shop name sandkids on the wall";"0";"0"
"771";"2017-03-25";"sandkids chart american size and Japanese size.jpg";"sandkids chart american size and Japanese size";"0";"1";"0";"0";"21.394005555555555";"-157.74137777777776";"Oahu";"Kailua ";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"sandkids chart american size and Japanese size";"0";"0"
"772";"2017-03-25";"sandkids us uk eu aus size.jpg";"sandkids us uk eu aus size";"0";"1";"0";"0";"21.393963888888887";"-157.74139444444444";"Oahu";"Kailua ";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"sandkids us uk eu aus size";"0";"0"
"773";"2017-03-25";"sandkids.jpg";"sandkids";"0";"0";"0";"0";"21.39387222222222";"-157.74127222222222";"Oahu";"Kailua ";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"shop name sandkids";"0";"0"
"774";"2017-03-25";"sandpeople inside shop.jpg";"sandpeople inside shop";"0";"1";"0";"0";"21.393994444444445";"-157.7412861111111";"Oahu";"Kailua ";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"sandpeople inside shop";"0";"0"
"775";"2017-03-25";"sandpeople operation hours.jpg";"sandpeople operation hours";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"sandpeople operation hours";"0";"0"
"776";"2017-03-25";"sandpeople shop sign.jpg";"sandpeople shop sign";"0";"0";"0";"0";"21.393905555555556";"-157.74127222222222";"Oahu";"Kailua ";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"shopname sandpeople";"0";"0"
"777";"2017-03-25";"sandpeople window.jpg";"sandpeople window";"0";"0";"0";"0";"21.393963888888887";"-157.7412861111111";"Oahu";"Kailua ";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"shopname sandpeople";"0";"0"
"778";"2016-10-28";"Segway_Kailua.jpg";"Segway_Kailua";"0";"0";"0";"0";"21.397055555555553";"-157.7312";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"cont";"Segway Hawai?i -Kailua";"0";"0"
"779";"2017-03-25";"Selfie wal.jpg";"Selfie wal";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"Selfie wal";"0";"0"
"780";"2017-03-25";"shave ice menu.jpg";"shave ice menu";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Kailua Rd";"2";"Eng, Jp";;"bus";"con";"shave ice menu";"0";"0"
"781";"2017-03-25";"shave ice taste.jpg";"shave ice taste";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"shave ice taste";"0";"0"
"782";"2017-03-25";"shave ice.jpg";"shave ice";"0";"0";"0";"0";"21.393908333333332";"-157.74146944444442";"Oahu";"Kailua ";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"shave ice";"0";"0"
"783";"2017-03-07";"shine nail.jpg";"shine nail";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Oneawa St";"1";"Eng";;"bus";"cont";"shop name shine nail";"0";"0"
"784";"2017-03-25";"shop information information center.jpg";"shop information information center";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"shop information information center";"0";"0"
"785";"2016-10-28";"shop no Jp Kailua.jpg";"shop no Jp Kailua";"0";"1";"0";"0";"21.393369444444446";"-157.74061666666665";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"cont";"knickknacks for sale";"0";"0"
"786";"2017-03-25";"shop was clesed sign.jpg";"shop was clesed sign";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"shop was clesed sign";"0";"0"
"787";"2017-03-25";"Shopping cart sign.jpg";"Shopping cart sign";"0";"0";"0";"0";"21.393733333333333";"-157.74104444444444";"Oahu";"Kailua ";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"Shopping cart sign";"0";"0"
"788";"2017-04-01";"shoreline access only.jpg";"shoreline access only";"0";"0";"0";"0";"21.394680555555556";"-157.7197277777778";"Oahu";"Kailua";"Kailua";"Alapapa St";"1";"Eng";;"govn";"con";"shoreline access only";"0";"0"
"789";"2017-03-25";"sidewalk closed.jpg";"sidewalk closed";"0";"0";"0";"0";"21.393933333333333";"-157.7414861111111";"Oahu";"Kailua";"Kailua";"Kailua Rd";"2";"Eng, Jp";;"bus";"con";"sidewalk closed";"0";"0"
"790";"2016-10-28";"sign bikes.jpg";"sign bikes";"0";"0";"0";"0";"21.39697222222222";"-157.7312";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Jp";;"bus";"cont";"bikes sign Jp";"0";"0"
"791";"2017-03-25";"sign home decor hulamoon.jpg";"sign home decor hulamoon";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Kailua Rd";"2";"Eng, Hwn";;"bus";"con";"home decor hulamoon";"0";"0"
"792";"2017-03-25";"sign on the window of island bangalow.jpg";"sign on the window of island bangalow";"0";"0";"0";"0";"21.392163888888888";"-157.74223333333333";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"cont";"sign on the window of island bangalow";"0";"0"
"793";"2017-02-03";"signs door crep no o kai.jpg";"signs door crep no o kai";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"2";"Eng, Jp";;"bus";"con";"signs door crep no o kai";"0";"0"
"794";"2017-03-25";"sing bee and tea share the buz.jpg";"sing bee and tea share the buz";"0";"1";"0";"0";"21.39227222222222";"-157.74241666666666";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"con";"sing bee and tea share the buz";"0";"0"
"795";"2016-10-28";"Sky kombucha whole foods Kailua.jpg";"Sky kombucha whole foods Kailua";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Hunakai";"2";"Eng, Jp";;"bus";"cont";"Kombucha ceiling ad";"0";"0"
"796";"2017-03-25";"soha open.jpg";"soha open";"0";"0";"0";"0";"21.393166666666666";"-157.74056944444442";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Eng";;"bus";"con";"soha open";"0";"0"
"797";"2017-03-25";"soha.jpg";"soha ";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Eng";;"bus";"con";"shop name soha";"0";"0"
"798";"2017-03-07";"sold.jpg";"sold";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Uluniu St";"1";"Eng";;"bus";"con";"sold";"0";"0"
"799";"2017-03-25";"source English Japanese.jpg";"source English Japanese";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Kailua Rd";"2";"Eng, Jp";;"bus";"con";"source English Japanese";"0";"0"
"800";"2017-03-27";"specialized.jpg";"specialized";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"specialized";"0";"0"
"801";"2017-03-25";"splash sign.jpg";"splash sign";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus ";"cont";"shop name";"0";"0"
"802";"2017-03-25";"splash.jpg";"splash";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus ";"cont";"shop name";"0";"0"
"803";"2017-03-25";"spoons forks nalu.jpg";"spoons forks nalu";"0";"1";"0";"0";"21.39218333333333";"-157.7422472222222";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"con";"spoons forks nalu";"0";"0"
"804";"2017-03-25";"spring event.jpg";"spring event ";"0";"1";"0";"0";"21.393566666666665";"-157.74180555555554";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"spring event";"0";"0"
"805";"2017-03-25";"spring sale lanikai.jpg";"spring sale lanikai";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"poster";"0";"0"
"806";"2017-03-25";"starbucks coffee.jpg";"starbucks coffee";"0";"0";"0";"0";"21.39348888888889";"-157.740525";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Eng";;"bus";"con";"shop name starbucks coffee";"0";"0"
"807";"2017-03-25";"starbucks pull.jpg";"starbucks pull";"0";"0";"0";"0";"21.393566666666665";"-157.74061666666665";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Eng";;"bus";"con";"starbucks pull";"0";"0"
"808";"2017-02-19";"state farm door.jpg";"state farm door";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"con";"state farm door";"0";"0"
"809";"2017-02-19";"state farm.jpg";"state farm";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"con";"state farm";"0";"0"
"810";"2017-03-25";"Staub clinic window.jpg";"Staub clinic window";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"shop name";"0";"0"
"811";"2017-02-03";"sticker big city.jpg";"sticker big city";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hamakua Rd";"1";"Eng";;"bus";"cont";"sticker big city";"0";"0"
"812";"2017-03-25";"sticker co-op shared branch.jpg";"sticker co-op shared branch";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"cont";"sticker";"0";"0"
"813";"2017-03-25";"stickers bale.jpg";"stickers bale";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"con";"stickers bale";"0";"0"
"814";"2017-03-25";"stickers on door cookies and creams.jpg";"stickers on door cookies and creams";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"stickers on door cookies and creams";"0";"0"
"815";"2017-03-25";"stiissy.jpg";"stiissy";"0";"0";"0";"0";"21.393980555555554";"-157.7414861111111";"Oahu";"Kailua ";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"shopname stiissy";"0";"0"
"816";"2017-03-27";"store hours cooperation yog.jpg";"store hours cooperation yog";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"store hours cooperation yog";"0";"0"
